Feat_nb,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
143,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
144,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
145,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
146,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
147,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
148,0.6857995350539806,0.6204130467635214,nan,nan,6.881233598410334e-18
149,0.6883313964409632,0.620819550828562,nan,nan,0.0
150,0.6883313964409632,0.620819550828562,nan,nan,0.0
151,0.6883313964409632,0.620819550828562,nan,nan,0.0
152,0.6883313964409632,0.620819550828562,nan,nan,0.0
153,0.6883313964409632,0.620819550828562,nan,nan,0.0
154,0.6883313964409632,0.620819550828562,nan,nan,0.0
155,0.6883313964409632,0.620819550828562,nan,nan,0.0
156,0.6883313964409632,0.620819550828562,nan,nan,0.0
157,0.6883313964409632,0.620819550828562,nan,nan,0.0
158,0.6883313964409632,0.620819550828562,nan,nan,0.0
159,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
160,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
161,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
162,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
163,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
164,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
165,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
166,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
167,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
168,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
169,0.6905070646515612,0.6224781548368551,nan,nan,1.3762467196820668e-17
170,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
171,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
172,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
173,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
174,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
175,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
176,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
177,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
178,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
179,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
180,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
181,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
182,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
183,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
184,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
185,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
186,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
187,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
188,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
189,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
190,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
191,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
192,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
193,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
194,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
195,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
196,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
197,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
198,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
199,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
200,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
201,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
202,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
203,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
204,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
205,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
206,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
